HP,Damage
20.98s,9.63B
20.99s,9.64B
21.00s,9.64B
21.00s,9.65B
21.02s,9.65B
21.02s,9.66B
21.03s,9.66B
21.04s,9.66B
21.05s,9.67B
23.39s,9.68B
24.13s,9.78B
24.14s,9.78B
24.15s,9.79B
24.65s,9.89B
24.67s,9.90B
24.68s,9.90B
24.69s,9.90B
24.70s,9.91B
24.71s,9.91B
24.73s,9.93B
24.74s,9.93B
24.75s,9.93B
24.76s,9.94B
24.77s,9.94B
24.79s,9.95B
24.80s,9.95B
24.81s,9.96B
24.82s,9.96B
24.83s,9.96B
26.25s,10.03B
26.26s,10.03B
26.27s,10.04B
26.28s,10.04B
26.29s,10.04B
26.31s,10.05B
26.32s,10.05B
26.33s,10.06B
26.34s,10.06B
26.35s,10.07B
26.37s,10.08B
26.38s,10.08B
26.39s,10.09B
26.40s,10.09B
26.41s,10.09B
26.43s,10.10B
26.44s,10.11B
26.45s,10.11B
26.46s,10.11B
26.47s,10.12B
29.58s,10.56B
29.59s,10.56B
29.60s,10.57B
29.62s,10.57B
29.63s,10.57B
29.65s,10.58B
29.66s,10.59B
29.67s,10.59B
29.68s,10.59B
29.69s,10.60B
30.76s,10.66B
30.77s,10.67B
30.78s,10.67B
30.79s,10.68B
30.80s,10.68B
30.82s,10.69B
31.64s,10.80B
31.65s,10.80B
31.67s,10.81B
31.68s,10.81B
31.71s,10.83B
31.72s,10.83B
31.73s,10.83B
31.74s,10.84B
31.75s,10.84B
31.79s,10.85B
31.80s,10.86B
31.81s,10.86B
31.82s,10.86B
31.83s,10.87B
31.86s,10.88B
31.88s,10.89B
31.89s,10.89B
31.90s,10.90B
31.91s,10.90B
31.93s,10.91B
31.94s,10.91B
31.96s,10.92B
31.97s,10.92B
31.98s,10.92B
34.87s,11.10B
34.89s,11.11B
38.74s,11.11B
38.75s,11.11B
45.18s,11.57B
45.20s,11.58B
45.22s,11.58B
45.24s,11.58B
45.25s,11.59B
45.27s,11.59B
45.35s,11.62B
45.37s,11.62B
45.39s,11.62B
45.40s,11.63B
45.42s,11.63B
45.45s,11.64B
45.47s,11.65B
45.48s,11.65B
45.50s,11.65B
45.52s,11.66B
45.56s,11.67B
45.58s,11.68B
45.59s,11.68B
45.61s,11.69B
45.63s,11.69B
45.66s,11.70B
45.67s,11.70B
45.69s,11.71B
45.71s,11.71B
45.72s,11.72B
47.37s,11.79B
48.36s,11.91B
48.38s,11.92B
48.40s,11.92B
48.42s,11.93B
48.47s,11.94B
48.48s,11.94B
48.50s,11.95B
48.52s,11.95B
48.54s,11.96B
48.58s,11.97B
48.60s,11.98B
48.62s,11.98B
48.64s,11.99B
48.66s,11.99B
48.69s,12.00B
48.70s,12.00B
48.72s,12.01B
50.01s,12.13B
50.03s,12.14B
50.08s,12.15B
50.10s,12.16B
50.12s,12.16B
50.13s,12.17B
50.15s,12.17B
50.18s,12.18B
50.20s,12.18B
50.22s,12.19B
50.24s,12.19B
55.79s,12.20B
60.26s,12.29B
60.28s,12.29B
60.30s,12.30B
60.33s,12.30B
60.35s,12.31B
60.38s,12.32B
60.41s,12.32B
60.43s,12.32B
60.45s,12.33B
60.47s,12.33B
60.53s,12.35B
60.55s,12.35B
60.58s,12.36B
60.60s,12.36B
60.62s,12.37B
60.66s,12.38B
60.68s,12.38B
60.70s,12.39B
60.73s,12.39B
60.75s,12.39B
60.80s,12.41B
60.83s,12.41B
60.85s,12.42B
60.87s,12.42B
60.89s,12.43B
60.95s,12.44B
60.98s,12.45B
62.90s,12.57B
62.93s,12.58B
62.95s,12.58B
65.21s,12.66B
65.24s,12.67B
65.26s,12.67B
65.29s,12.68B
67.35s,12.81B
67.40s,12.82B
67.42s,12.82B
67.45s,12.83B
67.47s,12.83B
67.50s,12.84B
67.56s,12.85B
67.58s,12.86B
67.61s,12.86B
67.63s,12.87B
67.66s,12.87B
67.70s,12.88B
67.72s,12.89B
67.75s,12.89B
67.77s,12.90B
67.80s,12.90B
67.92s,12.93B
67.94s,12.93B
67.97s,12.93B
67.99s,12.94B
68.02s,12.94B
68.06s,12.95B
68.08s,12.96B
68.11s,12.96B
68.13s,12.97B
68.16s,12.97B
73.95s,13.18B
73.97s,13.19B
74.00s,13.19B
74.03s,13.20B
74.06s,13.20B
74.10s,13.21B
74.13s,13.22B
74.15s,13.22B
74.18s,13.23B
74.21s,13.23B
74.28s,13.25B
74.30s,13.25B
74.33s,13.26B
74.36s,13.26B
74.39s,13.27B
74.46s,13.28B
74.49s,13.29B
74.51s,13.29B
76.08s,13.43B
76.10s,13.43B
76.17s,13.45B
76.20s,13.46B
76.23s,13.46B
76.26s,13.47B
86.20s,13.87B
86.26s,13.89B
86.29s,13.89B
86.32s,13.89B
86.35s,13.90B
86.38s,13.90B
89.49s,13.99B
89.52s,14.00B
89.55s,14.00B
89.58s,14.01B
89.62s,14.01B
89.67s,14.02B
89.70s,14.03B
89.74s,14.03B
89.77s,14.04B
89.80s,14.04B
94.66s,14.37B
94.70s,14.37B
94.73s,14.38B
94.77s,14.38B
94.80s,14.39B
94.86s,14.40B
94.89s,14.40B
94.93s,14.41B
94.96s,14.41B
95.00s,14.42B
98.05s,14.58B
98.09s,14.59B
98.12s,14.59B
98.16s,14.60B
98.20s,14.60B
98.25s,14.61B
98.29s,14.62B
98.33s,14.62B
98.36s,14.63B
98.40s,14.63B
104.03s,14.73B
104.07s,14.73B
104.11s,14.74B
104.15s,14.74B
115.65s,14.75B
115.76s,14.76B
115.80s,14.77B
115.84s,14.77B
119.51s,14.92B
119.55s,14.93B
119.66s,14.95B
119.70s,14.95B
122.87s,15.11B
122.92s,15.11B
122.96s,15.12B
123.03s,15.13B
123.08s,15.14B
123.12s,15.14B
136.72s,15.15B
136.77s,15.15B
136.89s,15.17B
136.94s,15.18B
136.99s,15.18B
137.04s,15.19B
137.09s,15.19B
137.17s,15.20B
137.22s,15.21B
137.27s,15.22B
137.32s,15.22B
137.37s,15.23B
142.42s,15.33B
142.47s,15.34B
142.53s,15.34B
142.58s,15.35B
142.63s,15.35B
142.72s,15.36B
142.77s,15.37B
142.82s,15.38B
142.87s,15.38B
142.92s,15.39B
143.05s,15.41B
143.10s,15.41B
143.15s,15.42B
143.21s,15.42B
143.26s,15.43B
143.34s,15.44B
143.40s,15.44B
143.45s,15.45B
143.50s,15.46B
143.55s,15.46B
143.68s,15.48B
143.73s,15.49B
143.78s,15.49B
143.84s,15.50B
143.89s,15.50B
144.02s,15.52B
144.08s,15.52B
144.13s,15.53B
144.18s,15.53B
144.23s,15.54B
152.49s,15.64B
152.55s,15.64B
152.60s,15.65B
152.66s,15.65B
152.71s,15.66B
155.95s,15.83B
156.01s,15.83B
156.06s,15.84B
156.12s,15.84B
156.18s,15.85B
156.32s,15.87B
156.37s,15.88B
156.43s,15.88B
161.37s,16.05B
161.43s,16.05B
161.52s,16.06B
161.58s,16.07B
161.64s,16.07B
161.70s,16.08B
161.76s,16.09B
165.39s,16.12B
165.45s,16.13B
165.51s,16.13B
165.57s,16.14B
169.94s,16.31B
170.04s,16.32B
170.11s,16.33B
170.17s,16.33B
170.23s,16.34B
170.29s,16.34B
176.41s,16.44B
176.47s,16.45B
176.53s,16.46B
176.60s,16.46B
176.66s,16.47B
176.76s,16.48B
176.83s,16.49B
176.89s,16.49B
176.96s,16.50B
177.02s,16.50B
177.18s,16.52B
177.24s,16.53B
182.84s,16.70B
182.91s,16.71B
182.98s,16.71B
183.15s,16.73B
183.21s,16.73B
183.28s,16.74B
183.35s,16.75B
183.41s,16.75B
183.57s,16.77B
183.64s,16.78B
183.70s,16.78B
183.77s,16.79B
183.84s,16.80B
183.95s,16.81B
184.01s,16.81B
184.08s,16.82B
184.14s,16.83B
184.21s,16.83B
194.75s,16.94B
194.82s,16.94B
194.89s,16.95B
194.96s,16.96B
195.03s,16.96B
195.15s,16.97B
195.22s,16.98B
195.29s,16.99B
195.36s,16.99B
195.43s,17.00B
195.76s,17.03B
195.83s,17.04B
195.90s,17.04B
195.97s,17.05B
196.04s,17.05B
196.15s,17.07B
196.22s,17.07B
196.29s,17.08B
196.36s,17.08B
196.43s,17.09B
196.61s,17.11B
196.68s,17.12B
196.75s,17.12B
196.82s,17.13B
196.89s,17.13B
197.00s,17.15B
197.07s,17.15B
197.14s,17.16B
197.21s,17.16B
197.28s,17.17B
204.37s,17.28B
204.44s,17.28B
204.51s,17.29B
204.59s,17.30B
204.66s,17.30B
204.85s,17.32B
245.01s,18.20B
272.06s,18.21B
272.15s,18.22B
272.25s,18.22B
272.49s,18.25B
272.58s,18.25B
272.68s,18.26B
272.78s,18.26B
272.88s,18.27B
273.03s,18.28B
273.13s,18.29B
273.23s,18.30B
273.33s,18.30B
273.42s,18.31B
273.66s,18.33B
273.76s,18.34B
279.49s,18.53B
279.59s,18.53B
279.69s,18.54B
279.86s,18.55B
279.96s,18.56B
280.06s,18.57B
280.15s,18.57B
280.25s,18.58B
330.74s,19.48B
330.85s,19.49B
330.97s,19.50B
331.09s,19.50B
331.21s,19.51B
331.40s,19.52B
367.98s,19.53B
368.11s,19.54B
368.24s,19.54B
368.37s,19.55B
368.69s,19.57B
368.83s,19.58B
368.96s,19.59B
369.09s,19.59B
369.22s,19.60B
369.43s,19.62B
381.11s,19.82B
381.24s,19.83B
381.38s,19.83B
381.51s,19.84B
381.84s,19.86B
381.98s,19.87B
382.11s,19.88B
382.25s,19.88B
382.38s,19.89B
432.49s,20.51B
432.64s,20.51B
432.80s,20.52B
432.95s,20.53B
433.10s,20.54B
448.65s,20.66B
448.81s,20.67B
448.97s,20.68B
449.13s,20.69B
449.28s,20.69B
449.54s,20.71B
449.70s,20.71B
449.86s,20.72B
450.02s,20.73B
450.18s,20.74B
450.57s,20.76B
450.73s,20.77B
450.89s,20.78B
451.05s,20.78B
451.20s,20.79B
451.47s,20.81B
451.62s,20.81B
451.78s,20.82B
463.72s,21.03B
463.88s,21.04B
464.65s,21.08B
464.81s,21.09B
464.98s,21.10B
465.14s,21.10B
465.30s,21.11B
465.57s,21.13B
465.74s,21.13B
465.90s,21.14B
466.06s,21.15B
480.76s,21.36B
508.26s,21.50B
508.44s,21.51B
508.62s,21.51B
508.80s,21.52B
508.98s,21.53B
509.27s,21.54B
509.45s,21.55B
509.63s,21.56B
509.81s,21.56B
509.99s,21.57B
510.43s,21.60B
510.60s,21.61B
510.78s,21.61B
510.96s,21.62B
511.14s,21.63B
511.61s,21.65B
511.79s,21.66B
511.97s,21.66B
512.15s,21.67B
512.33s,21.68B
512.77s,21.71B
512.95s,21.71B
513.13s,21.72B
513.31s,21.73B
513.49s,21.73B
513.78s,21.75B
513.96s,21.76B
514.14s,21.77B
514.32s,21.77B
514.50s,21.78B
532.97s,21.92B
533.15s,21.92B
533.34s,21.93B
533.53s,21.94B
533.71s,21.95B
534.02s,21.96B
534.21s,21.97B
534.39s,21.98B
534.58s,21.98B
545.77s,22.21B
557.98s,22.26B
558.17s,22.27B
558.37s,22.28B
558.56s,22.28B
558.76s,22.29B
559.08s,22.31B
559.27s,22.32B
559.47s,22.32B
559.66s,22.33B
559.86s,22.34B
577.83s,22.59B
578.03s,22.60B
578.23s,22.60B
578.43s,22.61B
578.63s,22.62B
578.97s,22.64B
642.88s,22.64B
643.10s,22.65B
643.32s,22.66B
643.55s,22.67B
698.07s,23.04B
698.31s,23.04B
698.56s,23.05B
698.80s,23.06B
699.04s,23.07B
699.68s,23.09B
699.92s,23.10B
700.16s,23.10B
700.41s,23.11B
700.65s,23.12B
701.25s,23.15B
701.49s,23.16B
701.73s,23.16B
701.98s,23.17B
702.22s,23.18B
702.62s,23.20B
702.87s,23.20B
703.11s,23.21B
703.35s,23.22B
703.60s,23.23B
704.20s,23.26B
704.44s,23.26B
726.64s,23.50B
726.89s,23.51B
836.21s,24.70B
836.69s,24.71B
836.98s,24.72B
837.27s,24.73B
837.56s,24.74B
837.85s,24.75B
868.59s,24.92B
868.89s,24.92B
869.19s,24.93B
869.49s,24.94B
869.79s,24.95B
870.29s,24.97B
870.59s,24.98B
870.89s,24.98B
871.19s,24.99B
871.49s,25.00B
872.23s,25.03B
872.53s,25.04B
872.84s,25.05B
873.14s,25.06B
873.44s,25.06B
873.94s,25.08B
874.24s,25.09B
874.54s,25.10B
874.84s,25.11B
875.14s,25.11B
875.88s,25.15B
876.19s,25.15B
876.49s,25.16B
876.79s,25.17B
877.09s,25.18B
877.89s,25.20B
878.19s,25.21B
878.49s,25.22B
878.79s,25.23B
879.10s,25.24B
929.37s,25.39B
929.69s,25.40B
930.01s,25.41B
930.33s,25.42B
930.65s,25.43B
931.17s,25.45B
931.49s,25.45B
931.82s,25.46B
1.03S,25.47B
1.04S,25.48B
1.04S,25.51B
1.04S,25.52B
1.06S,25.78B
1.06S,25.79B
1.06S,25.80B
1.06S,25.82B
1.07S,25.83B
1.07S,25.84B
1.07S,25.84B
1.07S,25.85B
1.12S,26.44B
1.12S,26.45B
1.12S,26.46B
1.13S,26.47B
1.16S,26.74B
1.16S,26.76B
1.19S,27.04B
1.19S,27.05B
1.19S,27.06B
1.19S,27.06B
1.23S,27.23B
1.23S,27.24B
1.23S,27.25B
1.23S,27.26B
1.23S,27.27B
1.23S,27.29B
1.23S,27.30B
1.23S,27.31B
1.23S,27.32B
1.23S,27.32B
1.23S,27.36B
1.23S,27.37B
1.24S,27.38B
1.24S,27.38B
1.24S,27.39B
1.28S,27.69B
1.28S,27.70B
1.28S,27.71B
1.28S,27.72B
1.28S,27.73B
1.28S,27.77B
1.28S,27.77B
1.28S,27.78B
1.28S,27.79B
1.28S,27.80B
1.28S,27.82B
1.28S,27.83B
1.28S,27.84B
1.28S,27.85B
1.28S,27.86B
1.36S,28.03B
1.36S,28.04B
1.36S,28.05B
1.36S,28.06B
1.36S,28.07B
1.36S,28.09B
1.36S,28.10B
1.36S,28.11B
1.36S,28.11B
1.36S,28.12B
1.36S,28.18B
1.36S,28.18B
1.36S,28.19B
1.36S,28.20B
1.36S,28.21B
1.52S,28.23B
1.52S,28.24B
1.52S,28.25B
1.52S,28.26B
1.52S,28.27B
1.52S,28.30B
1.52S,28.31B
1.52S,28.32B
1.52S,28.33B
1.56S,28.62B
1.56S,28.64B
1.76S,29.51B
1.77S,29.52B
1.77S,29.53B
1.77S,29.54B
1.83S,29.73B
1.83S,29.74B
1.83S,29.74B
1.83S,29.75B
1.83S,29.76B
1.83S,29.79B
1.83S,29.80B
1.84S,29.81B
1.84S,29.82B
1.84S,29.83B
1.84S,29.87B
1.84S,29.88B
1.84S,29.89B
1.84S,29.90B
1.84S,29.91B
1.84S,29.93B
1.84S,29.94B
1.84S,29.95B
1.84S,29.96B
1.84S,29.97B
1.85S,30.00B
1.85S,30.01B
1.85S,30.02B
1.85S,30.03B
1.85S,30.04B
1.85S,30.06B
1.85S,30.07B
1.85S,30.08B
1.91S,30.39B
1.91S,30.40B
2.38S,31.71B
2.38S,31.72B
2.38S,31.73B
2.38S,31.74B
2.38S,31.75B
2.38S,31.77B
2.38S,31.78B
2.38S,31.79B
2.78S,33.08B
2.78S,33.09B
2.78S,33.13B
2.78S,33.14B
2.78S,33.15B
2.84S,33.50B
2.84S,33.51B
2.84S,33.53B
2.84S,33.54B
2.84S,33.55B
2.84S,33.56B
2.85S,33.57B
2.85S,33.62B
2.85S,33.63B
2.85S,33.64B
2.85S,33.65B
2.85S,33.66B
2.85S,33.69B
2.86S,33.70B
2.86S,33.71B
2.86S,33.72B
2.86S,33.73B
2.96S,33.94B
2.96S,33.95B
2.96S,33.97B
2.96S,33.98B
2.96S,33.99B
2.97S,34.01B
3.04S,34.36B
3.05S,34.37B
3.05S,34.38B
3.05S,34.40B
3.05S,34.44B
3.05S,34.45B
3.05S,34.46B
3.05S,34.47B
3.05S,34.48B
3.06S,34.51B
3.06S,34.52B
3.06S,34.53B
3.06S,34.54B
3.06S,34.55B
3.06S,34.61B
3.07S,34.62B
3.07S,34.63B
3.07S,34.64B
3.07S,34.66B
3.07S,34.68B
3.07S,34.69B
3.07S,34.70B
3.07S,34.71B
3.07S,34.72B
3.25S,34.94B
3.25S,34.95B
3.25S,34.96B
3.25S,34.97B
3.25S,34.98B
3.26S,35.01B
3.26S,35.02B
3.26S,35.03B
3.26S,35.04B
3.26S,35.05B
3.62S,35.10B
3.62S,35.11B
3.63S,35.12B
3.63S,35.13B
3.63S,35.14B
3.63S,35.17B
3.63S,35.19B
3.63S,35.20B
3.63S,35.21B
3.64S,35.22B
3.64S,35.26B
3.64S,35.27B
3.64S,35.28B
3.64S,35.29B
3.64S,35.31B
3.65S,35.33B
3.65S,35.34B
3.65S,35.35B
3.65S,35.36B
3.65S,35.38B
3.78S,35.60B
3.90S,35.96B
4.02S,36.33B
4.02S,36.35B
4.47S,36.36B
4.47S,36.38B
4.47S,36.39B
4.47S,36.41B
4.48S,36.42B
4.48S,36.43B
5.00S,38.00B
5.00S,38.01B
5.00S,38.03B
5.01S,38.04B
5.01S,38.05B
5.01S,38.08B
5.01S,38.09B
5.01S,38.10B
5.15S,38.49B
5.15S,38.51B
5.15S,38.55B
5.15S,38.56B
5.15S,38.58B
5.16S,38.59B
5.16S,38.60B
5.16S,38.63B
5.16S,38.64B
5.16S,38.65B
5.17S,38.66B
5.17S,38.68B
5.58S,39.31B
5.58S,39.32B
5.58S,39.33B
5.58S,39.34B
5.58S,39.36B
5.59S,39.39B
5.59S,39.41B
5.59S,39.42B
5.59S,39.43B
5.59S,39.44B
5.60S,39.49B
5.60S,39.50B
5.60S,39.51B
5.60S,39.53B
5.61S,39.54B
5.61S,39.57B
5.61S,39.58B
5.61S,39.59B
5.62S,39.60B
5.62S,39.62B
5.62S,39.66B
5.62S,39.68B
5.63S,39.69B
5.63S,39.70B
5.63S,39.71B
5.63S,39.74B
5.63S,39.75B
5.64S,39.77B
5.64S,39.78B
5.64S,39.79B
5.85S,40.06B
5.85S,40.07B
5.85S,40.09B
5.85S,40.10B
5.85S,40.11B
5.86S,40.14B
5.86S,40.15B
5.86S,40.16B
5.86S,40.18B
5.86S,40.19B
5.87S,40.24B
5.87S,40.25B
5.87S,40.26B
5.88S,40.28B
5.88S,40.29B
5.88S,40.32B
5.88S,40.33B
5.88S,40.34B
5.89S,40.35B
5.89S,40.37B
5.89S,40.42B
5.89S,40.43B
5.90S,40.44B
5.90S,40.45B
6.08S,40.87B
6.09S,40.91B
6.09S,40.92B
6.09S,40.93B
6.10S,40.95B
6.10S,40.96B
6.61S,41.63B
6.62S,41.64B
6.62S,41.65B
6.62S,41.66B
6.62S,41.68B
6.63S,41.71B
6.83S,42.14B
6.84S,42.15B
6.84S,42.16B
6.84S,42.18B
6.85S,42.23B
6.85S,42.24B
6.85S,42.25B
6.85S,42.27B
6.86S,42.28B
6.86S,42.31B
6.86S,42.32B
6.86S,42.33B
6.87S,42.35B
6.87S,42.36B
7.02S,42.45B
7.02S,42.46B
7.03S,42.48B
7.03S,42.49B
7.03S,42.50B
7.03S,42.53B
7.04S,42.55B
7.95S,43.84B
7.96S,43.85B
7.96S,43.86B
8.24S,44.14B
8.25S,44.15B
8.25S,44.16B
8.25S,44.18B
8.25S,44.19B
8.26S,44.22B
8.26S,44.24B
8.26S,44.25B
8.27S,44.26B
8.27S,44.28B
8.28S,44.33B
8.28S,44.34B
8.28S,44.36B
8.28S,44.37B
8.29S,44.38B
8.29S,44.42B
8.30S,44.44B
8.47S,44.90B
8.47S,44.91B
8.48S,44.92B
8.48S,44.98B
8.48S,44.99B
8.49S,45.01B
9.42S,45.02B
9.43S,45.03B
9.43S,45.06B
9.44S,45.08B
9.44S,45.09B
9.44S,45.11B
9.44S,45.12B
9.98S,45.40B
9.99S,45.41B
9.99S,45.43B
9.99S,45.44B
10.00S,45.46B
10.00S,45.49B
10.01S,45.50B
10.01S,45.51B
10.01S,45.53B
10.02S,45.54B
10.03S,45.62B
10.03S,45.64B
11.43S,46.11B
11.43S,46.12B
11.44S,46.14B
11.44S,46.17B
11.45S,46.18B
11.81S,46.66B
11.81S,46.67B
11.82S,46.69B
11.82S,46.74B
11.83S,46.76B
11.83S,46.77B
11.84S,46.78B
11.84S,46.80B
11.85S,46.83B
11.85S,46.85B
11.85S,46.86B
11.86S,46.87B
11.86S,46.89B
12.29S,47.18B
12.29S,47.19B
12.29S,47.21B
12.30S,47.22B
12.30S,47.24B
12.31S,47.28B
12.32S,47.29B
12.32S,47.31B
12.33S,47.32B
12.33S,47.34B
12.72S,47.87B
12.73S,47.88B
12.73S,47.90B
12.74S,47.91B
12.74S,47.93B
12.75S,47.96B
12.75S,47.97B
12.75S,47.99B
12.76S,48.00B
12.76S,48.02B
12.77S,48.07B
12.78S,48.09B
12.78S,48.10B
12.79S,48.12B
12.79S,48.13B
12.80S,48.17B
12.80S,48.18B
12.80S,48.20B
12.81S,48.21B
12.81S,48.23B
14.26S,49.56B
14.26S,49.58B
14.27S,49.60B
14.27S,49.61B
14.28S,49.63B
14.29S,49.66B
14.29S,49.67B
14.29S,49.69B
14.30S,49.70B
14.30S,49.72B
14.32S,49.78B
14.32S,49.79B
14.32S,49.81B
14.33S,49.82B
14.33S,49.84B
14.34S,49.87B
14.35S,49.89B
14.35S,49.90B
14.36S,49.92B
14.36S,49.93B
14.37S,49.99B
14.38S,50.01B
14.38S,50.02B
14.39S,50.04B
14.76S,50.55B
14.78S,50.60B
14.78S,50.62B
14.79S,50.63B
14.79S,50.65B
14.79S,50.66B
15.32S,50.97B
15.33S,50.99B
15.33S,51.01B
15.34S,51.02B
15.66S,51.55B
15.67S,51.58B
15.67S,51.60B
15.68S,51.61B
15.68S,51.63B
15.69S,51.64B
18.29S,53.79B
18.30S,53.80B
18.30S,53.82B
18.31S,53.84B
18.32S,53.85B
18.33S,53.89B
18.33S,53.91B
18.34S,53.92B
18.34S,53.94B
18.35S,53.96B
18.38S,54.05B
18.38S,54.07B
18.39S,54.08B
18.39S,54.10B
18.40S,54.11B
18.41S,54.15B
18.42S,54.17B
18.42S,54.18B
18.43S,54.20B
18.43S,54.22B
19.49S,54.55B
19.49S,54.57B
19.50S,54.58B
19.50S,54.60B
19.51S,54.62B
19.52S,54.65B
19.53S,54.67B
19.53S,54.69B
19.54S,54.70B
19.55S,54.72B
19.56S,54.78B
19.57S,54.80B
21.73S,54.82B
21.73S,54.83B
22.42S,55.40B
22.44S,55.45B
22.44S,55.47B
22.45S,55.48B
22.46S,55.50B
22.46S,55.52B
22.48S,55.58B
22.49S,55.60B
22.50S,55.61B
22.50S,55.63B
22.51S,55.65B
22.52S,55.69B
22.53S,55.70B
22.54S,55.72B
22.54S,55.74B
22.55S,55.75B
23.36S,56.10B
23.37S,56.11B
23.37S,56.13B
23.38S,56.15B
23.39S,56.16B
23.40S,56.20B
24.01S,56.78B
24.02S,56.80B
24.03S,56.81B
24.04S,56.83B
24.57S,56.95B
24.58S,56.97B
24.59S,56.99B
24.59S,57.00B
24.60S,57.02B
24.61S,57.06B
24.62S,57.08B
24.63S,57.09B
24.64S,57.11B
24.65S,57.13B
24.66S,57.19B
24.67S,57.21B
24.68S,57.23B
24.69S,57.24B
24.70S,57.26B
24.71S,57.30B
24.72S,57.32B
24.72S,57.33B
24.73S,57.35B
24.74S,57.37B
26.15S,57.72B
26.16S,57.74B
26.17S,57.76B
26.99S,58.35B
27.00S,58.37B
27.02S,58.42B
27.03S,58.44B
27.04S,58.46B
27.05S,58.47B
27.05S,58.49B
27.08S,58.56B
27.08S,58.58B
27.09S,58.59B
27.10S,58.61B
30.09S,58.63B
30.11S,58.67B
30.12S,58.69B
30.13S,58.70B
30.14S,58.72B
30.15S,58.74B
30.17S,58.81B
30.80S,59.41B
30.81S,59.43B
30.82S,59.45B
30.83S,59.47B
30.84S,59.51B
30.85S,59.52B
30.86S,59.54B
34.89S,61.35B
34.90S,61.36B
36.17S,61.78B
36.18S,61.79B
36.20S,61.81B
36.21S,61.83B
36.22S,61.85B
36.24S,61.89B
36.25S,61.91B
36.26S,61.93B
36.27S,61.95B
36.28S,61.96B
36.31S,62.04B
36.32S,62.05B
36.33S,62.07B
36.34S,62.09B
36.36S,62.11B
36.38S,62.15B
36.39S,62.17B
36.40S,62.19B
38.52S,63.46B
38.53S,63.48B
38.56S,63.55B
38.57S,63.57B
38.58S,63.59B
38.59S,63.61B
38.61S,63.62B
38.64S,63.68B
38.65S,63.70B
38.66S,63.72B
38.67S,63.74B
38.69S,63.76B
40.89S,64.15B
40.91S,64.17B
40.92S,64.19B
40.93S,64.21B
40.94S,64.22B
40.97S,64.27B
40.98S,64.29B
40.99S,64.31B
41.00S,64.33B
41.02S,64.34B
41.05S,64.42B
41.06S,64.44B
41.07S,64.46B
41.09S,64.48B
41.10S,64.49B
41.12S,64.54B
41.13S,64.56B
41.15S,64.58B
41.16S,64.59B
41.17S,64.61B
45.98S,67.39B
46.00S,67.41B
46.01S,67.43B
46.03S,67.45B
46.04S,67.47B
46.06S,67.52B
47.51S,68.22B
47.52S,68.24B
47.54S,68.26B
47.55S,68.28B
49.25S,68.70B
54.69S,68.72B
54.71S,68.74B
54.72S,68.76B
54.74S,68.78B
54.77S,68.82B
54.79S,68.84B
54.80S,68.86B
54.82S,68.88B
54.84S,68.90B
54.88S,68.98B
54.90S,69.00B
54.91S,69.02B
54.93S,69.04B
54.95S,69.06B
54.99S,69.12B
55.01S,69.15B
55.03S,69.17B
55.04S,69.19B
55.06S,69.21B
55.10S,69.28B
55.12S,69.31B
55.14S,69.33B
55.16S,69.35B
55.17S,69.37B
55.20S,69.41B
55.22S,69.43B
55.24S,69.45B
55.25S,69.47B
55.27S,69.49B
59.94S,70.62B
59.96S,70.64B
59.97S,70.66B
59.99S,70.68B
60.01S,70.70B
60.04S,70.75B
60.06S,70.77B
60.08S,70.79B
61.33S,71.52B
61.35S,71.54B
61.44S,71.66B
61.46S,71.68B
61.48S,71.70B
61.50S,71.72B
61.52S,71.75B
61.55S,71.79B
61.57S,71.81B
61.59S,71.84B
61.61S,71.86B
61.62S,71.88B
61.67S,71.96B
61.69S,71.98B
63.63S,72.72B
63.65S,72.74B
63.67S,72.76B
63.70S,72.81B
63.72S,72.83B
63.74S,72.85B
63.76S,72.88B
63.78S,72.90B
66.06S,73.34B
66.08S,73.37B
66.10S,73.39B
66.12S,73.41B
66.14S,73.43B
66.20S,73.50B
66.22S,73.52B
66.24S,73.54B
66.26S,73.56B
66.28S,73.58B
66.33S,73.66B
66.35S,73.69B
66.37S,73.71B
66.39S,73.73B
66.41S,73.75B
66.44S,73.80B
66.47S,73.82B
66.49S,73.84B
66.51S,73.86B
68.59S,74.62B
68.64S,74.71B
68.66S,74.73B
68.69S,74.75B
68.71S,74.77B
68.73S,74.80B
68.76S,74.85B
68.78S,74.87B
68.81S,74.89B
68.83S,74.91B
68.85S,74.93B
74.33S,75.46B
74.35S,75.48B
74.37S,75.50B
74.39S,75.53B
74.42S,75.55B
74.46S,75.60B
74.48S,75.62B
74.50S,75.64B
74.52S,75.66B
74.55S,75.69B
74.60S,75.77B
74.63S,75.79B
76.58S,76.57B
76.61S,76.60B
76.63S,76.62B
76.67S,76.67B
85.13S,76.69B
85.16S,76.71B
85.18S,76.74B
85.21S,76.76B
85.27S,76.84B
85.30S,76.87B
85.33S,76.89B
85.35S,76.91B
85.38S,76.93B
85.45S,77.00B
85.47S,77.02B
85.50S,77.05B
85.53S,77.07B
85.55S,77.09B
88.61S,77.56B
88.64S,77.59B
88.67S,77.61B
88.69S,77.63B
88.72S,77.65B
88.77S,77.70B
88.79S,77.73B
88.82S,77.75B
88.85S,77.77B
88.88S,77.79B
88.94S,77.88B
88.97S,77.90B
89.00S,77.93B
89.02S,77.95B
89.05S,77.97B
89.10S,78.02B
89.12S,78.04B
89.15S,78.07B
89.18S,78.09B
89.21S,78.11B
